위치,업소명,리뷰
서울 광진구 능동로13길 54,도단집,마싯응데 양이 적다
서울 광진구 능동로13길 54,도단집,웨이팅 없어서 가봤는데 그냥 그럼
서울 광진구 능동로13길 54,도단집,완전 불친절함 다시는 가고 싶지 않은 곳 들어가자마자 기분이 나빠지기 때문에 식사하기도 전에 입맛 다 떨어짐
서울 광진구 능동로13길 54,도단집,불친절... 손님을 뭐로 아는지 가자마자 기분이 나쁨요
서울 광진구 능동로13길 54,도단집,"사장님이신진모르겠지만 성질이 보이네요
직원들 또한 무심한듯 불친절한듯한 느낌이엇는데
사장님보니 이해가 갔습니다"
서울 광진구 능동로13길 54,도단집,"가게 협소. 직원 불친절.
어떤 음식이 잘못된 건지 모르겠는데,
본인과 지인 또한 배탈 나서 계속 복통 + 설사함.
비추. 접기"
서울 광진구 능동로13길 54,도단집,"이딴 고기를 주길래 바꿔달랬더니 잘라서 안된다고 안바꿔줬습니다. 
비계를 비싼돈 주고 먹으러 갔네요. 
기분좋게 먹으러갔는데 기분이 안좋아서 대충먹고 계산할때 사장님한테 한번더 말씀드리러 했습니다.
그랬더니 알바생이 손사레를 치면서 사장님보고 신경쓰지 말라하더군요
내평생 이딴 고깃집은 처음봤습니다
근처에 사는데 지나갈때마다 망했으면 좋겠다는 생각을 합니다.
알바생은 싸가지 없고 사장님도 그런고길잘라서 주는게 이해가 안갑니다. 
사장님, 그런식으로 돈벌면 좋으신가요? 접기"
서울 광진구 능동로13길 54,도단집,고기를 다 구워주고 자리마다 칸막이 있어서 매우좋음
서울 광진구 능동로13길 54,도단집,"리뷰보고 걱정했는데 다들 짱친절에 맛도 여전했어요~ 특히 계란찜,볶음밥 인생 존맛탱구리였습니다~ 볶음밥에 계란후라이추가는 무조건 인당으로!♡"
서울 광진구 능동로13길 54,도단집,직원 모두가 불친절해요. 손님을 가르치고 명령하는 투에요.
서울 광진구 능동로13길 54,도단집,맛있었는데 가격 넘 비쌌당
서울 광진구 능동로13길 54,도단집,냉삼  끝판왕
서울 광진구 아차산로 471 CS PLAZA,고고기,"숯불에 양갈비 구워주시는데, 진짜 최고였어요👍"
서울 광진구 아차산로 471 CS PLAZA,고고기,항상 가족들과 자주 가는 고깃집입니다ㅎㅎ 갈 때마다 반갑게 맞아주시고 항상 기분좋게 식사하고 오는 곳입니다 ㅎㅎ
서울 광진구 아차산로 471 CS PLAZA,고고기,고기도 정말 맛있고 직원들도 너무 친절해서 잘 먹고 갑니다!
서울 광진구 아차산로 471 CS PLAZA,고고기,맛있음 ㅎ ㅎ
서울 광진구 아차산로 471 CS PLAZA,고고기,"갈때마다 느끼지만 고기 너무 맛있어요! 직원분들이
직접 구워주셔서 편한데 친절하셔서 맘 편하게 먹을 수 있어요 : ) 인테리어도 일반 고기집과는 다른 느낌!"
서울 광진구 아차산로 471 CS PLAZA,고고기,"직원들 친절하고, 고기 다 맛있음. 된장찌개 무한리필 됨. 재방문 의사 있음"
서울 광진구 아차산로 471 CS PLAZA,고고기,"지인들이랑 갔는데, 반찬구성도 좋고 직원들이 친절하게 다 구워줌. 아주 맛나게 먹고 가요~"
서울 광진구 아차산로 471 CS PLAZA,고고기,저녁에 방문해서 돼지모듬한판 먹었는데 양도 많고 맛있었어요~
서울 광진구 아차산로 471 CS PLAZA,고고기,"맛 훌륭
직원들 친절도 굿

재방문 예정 o 접기"
서울 광진구 아차산로 471 CS PLAZA,고고기,존맛탱
서울 광진구 아차산로 471 CS PLAZA,고고기,"깔끔한 맛집.
고기 정성껏 잘 구워주시고 맛있습니다.
테이블간 간격도 넓어 대화하기 편하구요.
잡채와 여러 채소, 반찬들이 다 맛있어요. 특히 잡채 최고! 접기"
서울 광진구 아차산로 471 CS PLAZA,고고기,"소갈비살 양념이 바뀐거 같은데, 말도 안되게 맛있습니다. 직원분들도 너무 친절하셨어요. 강추합니다."
서울 광진구 아차산로 471 CS PLAZA,고고기,양념게장이랑 잡채가 사이드로 나오고 고기도 너무 맛있어요 소갈비살이 제일 맛있어요!! 고기도 구워주셔서 편하게 먹었어요🤍🤍
서울 광진구 아차산로 471 CS PLAZA,고고기,점심에 차돌박이 먹으러 가기 좋아요
서울 광진구 아차산로 471 CS PLAZA,고고기,소갈비살 맛있음. 직원들도 친절. 재방문 의사 O
서울 광진구 아차산로 471 CS PLAZA,고고기,"들어가보고 가게가 너무 이뻐서 한번 놀랐고, 고기도 너무 맛있어서 한번더 놀랐습니다 :)"
서울 광진구 아차산로 471 CS PLAZA,고고기,"만족합니다. 돼지고기, 소고기 모두 훌륭. 재방문의사 가득. 서빙하시는 분이 아주 훈남입니다."
서울 광진구 아차산로 471 CS PLAZA,고고기,"아기들 데리고 가족들이랑 방문했는데, 아기들도 너무 좋아하고 와이프도 너무 맛있게 먹었다고 하네요 ㅎㅎ 직원들도 친절하고 재방문 할 예정입니다."
서울 광진구 아차산로 471 CS PLAZA,고고기,"고고기 삼겹살 먹어봤는데, 정말 맛있네요 
이번에는 혼자와서 먹어봤는데, 분위기도 그렇고 다음번에는 가족들과 방문해볼 예정입니다!"
서울 광진구 아차산로 471 CS PLAZA,고고기,고기도 직원이 직접 구워주고 고기 질도 너무 좋아요 맛있습니다!
서울 광진구 긴고랑로 31,거북이삼겹살,"삼겹살 맛집
볶음밥도 맛나요"
서울 광진구 긴고랑로 31,거북이삼겹살,삼겹살은 여기가 최고👍
서울 광진구 긴고랑로 31,거북이삼겹살,"거북이 불판의 압도적인 비주얼 🐢
콩나물이랑 김치 지져먹으면 쌉꿀마"
서울 광진구 긴고랑로 31,거북이삼겹살,평생 다닐 삼겹살 집
서울 광진구 긴고랑로 31,거북이삼겹살,소주 및 맥주 5000원
서울 광진구 긴고랑로 31,거북이삼겹살,너무 맛있습니다. 특히 거북살이 너무 맛있네요. 그리고 하나 하나 정성껏 구워주시는게 편하게 식사를 할수있어서 더 좋았네요 ㅎㄹㄹ
서울 광진구 긴고랑로 31,거북이삼겹살,"진짜 개존맛 맛 가성비 다 잡은 고깃집,갈 때마다 웨이팅 있었고 야장에서 먹기 힘듬 다 야장만 앉으려고 해서 갈 때마다 야장은 만석 ㅜㅜ"
서울 광진구 긴고랑로 31,거북이삼겹살,"동네맛집
고기맛은 무난한데 같이나오는 콩나물무침이랑 조합이 넘 좋음
잔치국수나 냉면도 필수임"
서울 광진구 긴고랑로 31,거북이삼겹살,가성비가 좋아요~~
서울 광진구 긴고랑로 31,거북이삼겹살,무난 굳
서울 광진구 긴고랑로 31,거북이삼겹살,"거북아 미안해
등떼기 좀 쓸게(feat 존맛)"
서울 광진구 긴고랑로 31,거북이삼겹살,삼겹살은 항상 여기서 자주 먹어요! 넘 맛있어여
서울 광진구 군자로 168 1층 주돈,주돈,맛있어요! 🤓
서울 광진구 군자로 168 1층 주돈,주돈,"맛잇어용~
ㄲㄸ 보다 여기가 더 ㄱㅊ음"
서울 광진구 군자로 168 1층 주돈,주돈,"멜젓 안비리고 맛있는곳 처음이네요
고기 직접 구워주시는데 정말 맛있었습니다
기본 찌개도 적당히 자극적이고 맛있어요
주말저녁 남자 직원분 진짜 너 무 친절하십니다

군자 먹자골목부터 군데군데 다가봤는데
진짜 맛집은 한적한 240번 노선길에 있었네요
완 벽 접기"
서울 광진구 군자로 168 1층 주돈,주돈,"삼겹살집 중 제 최애가 될 거 같아욘..❤️
고기 퀄리티도 넘 좋구 다 구워주심ㅠㅠㅠㅠ 반찬 중에도 백김치 있는데 넘 맛있구 서비스로 나온 김찌도 존맛이고,,, 갓지은밥도 너무 펄펙트ㅠㅠ"
서울 광진구 군자로 168 1층 주돈,주돈,"엄청난 맛집입니다
명이나물 마늘쫑 부추 등등 재료들이 너무 신선하고 깔끔해요
무엇보다 목살이 보드랍게 구워주시는데 삼겹살도 그렇고 육즙이 가득차있습니다
친절하시고 혼밥도 가능하니 고기러버들은 여기에 모여주세요 접기"
서울 광진구 군자로 168 1층 주돈,주돈,목살 너무 맛있구 혼밥도 쌉가에요
서울 광진구 군자로 168 1층 주돈,주돈,"고기를 잘 구워주시는데다 고기 질이 좋아서 진짜 맛있어요. 근데 김찌가 또 냄새가 미쳤는데 맛이 그걸 넘어서고, 거기에 못 이겨서 갓지은밥(2~3인분)을 시키는 순간. 3인용 쿠쿠에 쌀이 들어가고 밥을 ㄹㅇ 갓지어서 가져다주십니다. 어떻게 되겠어요? 폭식하고 왔다 이말이예요. 아 참 백김치였나 그게 또 기가 찹니다. 핫 챠👍 접기"
서울 광진구 군자로 168 1층 주돈,주돈,미치셨습니까 휴먼. 맛잘알들이 모여서 고깃집을 만들었군요. 갓지은밥에 메르치젓 비벼서 고기랑 쓱까묵으면 이세상 행복이 여기에
서울 광진구 군자로 168 1층 주돈,주돈,사진을 깜빡했다 = 맛집이다
서울 광진구 군자로 168 1층 주돈,주돈,"제일 좋아하는 고기집👍👍
직접 다 구워주셔서 너무 편하고 맛은 물론이고 직원분들 너무 친절합니다👍"
서울 광진구 군자로 168 1층 주돈,주돈,제가 진짜 수많은 고깃집을 다니는데요 주에 3-4번은 구워먹으러 가는 정도인 사람인데 딴 건 몰라더 여기 삼겹살 진짜 맛있어요 볶음밥도 있으몀 참 좋을것같은데.. 아무튼 삼겹살 강추입니다 드세요 삼겹살 진짜
서울 광진구 군자로 168 1층 주돈,주돈,"숮불에 구워져서그런가 더맛있어요! 
직접구워주시고 고기질도 좋고 너무 맛있었습니다
멜젖에 밥비벼드셔보세요 갓지은밥이라 진ㅉㅏ 최고
방문 재의사 있습니다! 접기"
서울 광진구 군자로 168 1층 주돈,주돈,여기 진짜 맛집.. 밥 시키고 고기시키니까 배불러서 비냉 별로 못먹음 ㄲㅂ
서울 광진구 군자로 168 1층 주돈,주돈,삼겹살 목살 고기질 좋고 맛있게 구워주셔서 좋았어요 매장도 깔끔해요!
서울 광진구 군자로 168 1층 주돈,주돈,진짜 너무맛있어요 두명이서 5인분을 먹다니ㅠㅠ 조만간 또갈게요!
서울 광진구 군자로 168 1층 주돈,주돈,최고의맛
서울 광진구 군자로 168 1층 주돈,주돈,맛있고 친절해요
서울 광진구 군자로 168 1층 주돈,주돈,맛있게 구워줌
서울 광진구 천호대로127길 8 1층,고오기,"숙성된 도톰한 삼겹살에 육즙 가득,,,➰맛있었어요! 기본으로 나오는 반찬들도 다양해서 같이 곁들여 먹기 좋은 거 같아요〰️무엇보다 고기를 직접 구워주셔서 편하게 먹었답니당ㅎㅂㅎ"
서울 광진구 천호대로127길 8 1층,고오기,맛있어요!!!
서울 광진구 천호대로127길 8 1층,고오기,"가게 이름처럼
고기로 승부하는 집
고기가 맛있기도 하고
잘 구워주시는 것도 한 몫하는 것 같아요.
볶음밥도 너무 맛있었습니다! 접기"
서울 광진구 천호대로127길 8 1층,고오기,헉; 다들 평이 안좋으시네요 저는 삼겹살에서 양고기같은 숯향 너무 좋았는데👍 된찌는 별로고 밥은 전날하고 밥통에 들어있던 밥맛이라서 사이드는 저도 비추드립니다 굽는데 오래걸려도 고기 맛집ㅎ
서울 광진구 천호대로127길 8 1층,고오기,"가게 요약
1. 맛 없음
2. 고기 양 적음
3. 앞뒤 다르고 계속 말 바꿈
4. 고기 똑바로 못 구움
5. 사이드 냉면 마저 맛 없음
6. 불친절

사장 손님 응대 최악인 곳 접기"
서울 광진구 천호대로127길 8 1층,고오기,먹어본 삼겹살 중 최고. 직접 구워주셔서 편하기도 한데 맛도 너무 좋음. 다시 생각만해도 침이 고이는 최고의 맛. 강추강추강추.
서울 광진구 천호대로127길 8 1층,고오기,"맛은 있으나 서비스까지 고려 했을 때 재방문의사 없음.
고기는 차라리 직접 굽는게 나을 듯.
뭐 하나 추가로 주문하려면 최소 3번은 말해야 가져다 줌"
서울 광진구 천호대로127길 8 1층,고오기,고기는 맛있었고 나머진 최악이었네요 비빔냉면은 면 덜 익었고 소스는 걍 싸구려 초장같았네요 양도 후식냉면 감안해도 너무 적었지만 맛이 최악이었습니다 양 많이 줘도 남길듯 차라리  둥지냉면이 더 맛있어요. 자몽하이볼은 하이볼에 자몽시럽이나 자몽주스탄듯한 저렴한 맛입니다. 다음에 간다면 고기만 먹을 것 같습니다. 접기
서울 광진구 천호대로127길 8 1층,고오기,한우 너무맛있어요 새우살굿입니다
서울 광진구 천호대로127길 8 1층,고오기,맛있고 친절해요! 자주 방문할 것 같아요
서울 광진구 천호대로127길 8 1층,고오기,고오기 깨끗한 맛. 상대방이 내 맘 몰라주는 것 같아 쌓인 섭섭함이 사르륵 정화되는 맛.$*$
서울 광진구 천호대로127길 8 1층,고오기,"처음만난 아이동반 거절 고깃집입니다. 저녁에 아이들 데리고 가족이 식사하러 갔더니 4인은 안된다고하셔서, 아.. 코로나 거리두기 때문에 안된다하시나 생각해서 어른 백신완료했다고 알려드렸더니 그제서야 아이들은 위험해서? 안된다 하시더라고요. 키즈프리 고깃집이라니.. 아이동반 가족 손님은 가시면 안될것 같습니다. 접기"
서울 광진구 천호대로127길 8 1층,고오기,"고기 한 덩이에 고객 마음 잃지 마시길 바라요.

직원분께서 고기 굽겠다 해놓고 다 태우신건 그러려니 하지만, 이후 서비스가 소탐대실... 고기가 타면 겉을 잘라내도 탄내가 베어나와 못먹습니다ㅠ 다른 고객님께는 '삼겹살은 지방이라 원래 겉이 타는거고 잘라내면 된다'는 변명보다, 미안하다는 말과 함께  깔끔히 교체를 해주시는 게 좋겠습니다.

까맣게 탄 부위 열심히 잘라내주시고 음료도 서비스로 주셨지만... 탄 맛에 고기도 못 먹고, 마음 상해서 음료도 안 마셨습니다. 접기"
서울 광진구 천호대로127길 8 1층,고오기,"고기는 너무나 평범하다 못해....오히려 일반 고기집보다 못하기도 한것같아요 결론은 찾아가서 먹을맛 절대 아니라는겁니다..

숙성고기라 그런지 고기그램수는 일반집보다 적으면서 가격은 더 비싼데요, 돈이 아까웠어요.. 
함께 나오는 반찬들도 먹을만한게 없고.. 참기름을 참 좋아하시는지 파채와 묵사발?에 참기름이 너무 많아서 느끼하고 못먹겠어요... 뭔가 맛없는 음식을 맛있게 느껴지게 하기위해 참기름을 들이부운 느낌이에요..; 

가게앞 고기가 매달린 인테리어도 처음 그걸 보고 입장할때 좀 비위가 상하더라구요. 고기가 무슨 썩은것처럼 보이거든요.. 

후기 안남기려다 저처럼 헛걸음 하시는분들 계실까봐 적어봐요 
고깃집에서 이렇게 빨리 식사를 마친건 처음이에요 접기"
서울 광진구 천호대로127길 8 1층,고오기,"고기 두꺼워서 맛있고
직원분들 고기 다 구워주시고 친절해요"
서울 광진구 천호대로127길 8 1층,고오기,"최고급 한우가 이렇게 질기기도 하나요.. 턱이 아팠어요
비싼값을 못했어요
고기 내오실 때 한번 더 확인해주시길 바랍니다"
서울 광진구 천호대로127길 8 1층,고오기,"진짜 대박 맛있어요 !!!!!!! ⭐️⭐️⭐️⭐️⭐️ 일단 밑반찬들이 진짜 푸짐하고 맛있고 고기를 다 구워주셔서 너무 좋았어요. 고기의 육즙이 안빠져나가게 정말 잘 구워주십니다.
저는 저 히말라야 허브솔트 찍어먹는게 너무너무 좋았습니다. 신오징어짬뽕도 존맛... 앞으로 고기먹으러 여기만 갈거에요 접기"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"고기 야들야들하고 정말 맛있어요 삼겹살은 꽃삼뚜껑입다 :)
파채와 간장소스가 맛집입니다."
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"가성비가 좋고 고기질이 좋아요!
메뉴가 버릴 게 없이 다 맛있어요 ㅎㅎ 사장님도 친절하십니다~
또 소스류가 아주 맛있고 파절이가 맛있어오 ㅎㅎ
재방문 예정! 접기"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"직원분들도 친절하고 매장도 깔끔해요!
음식도 맛있고 요즘같은 고물가 시대에 기분좋게 외식할 수 있어 좋네요^^"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"삼겹살 먹고싶을때마다 오는곳이예요~
항상맛있어요~❤️"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,삼겹살 목살 먹었는데 너무 맛있고 미나리 같이 먹으니까 최고에요
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"고기 야들야들하고 정말 맛있어요
삼겹살은 꽃삼뚜껑입다 :) 파채와 간장소스가 맛집입니다."
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"한판이 다양한 구성이라서 좋고,
된장찌개까지 함께 나와서 가성비 짱이예요!
고기질도 좋고, 맛이 완전 쫄깃쫄깃하고 맛잇어요. 특히 고기와 미나리 궁합이 최고랍니다!
분위기가 좋아서 모임장소로도 제격!! 접기"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"미나리 추가해서 드심 맛있어요. 꽃게들어간 된장이랑 밑반찬들 진짜진짜 맛있네요, 특히 파절이!!"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"삼겹살 땡겨서 근처에 매장 찾다가 우연히 왔는데 맛있게 먹구 갑니다-!
메뉴 구성도 괜찮고 가격도 착해요!
직원분들도 엄청 친절하세요.
다음에 또 올게요-! 접기"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,같이 나오는 된장도 술한 잔 하면서 같이 먹기 좋아요 사장님도 친절하셔요>_<
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,미나리 삼겹살 세트 반판으로 주문했는데 미나리 향도 좋고 고 기도 좋아서 너무 맛있게 잘 먹었어요
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,"맛있어용
가성비 너무있어욥
고기가 진짜 맛있어요
김치도요❤️ 접기"
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,삼겹살 700g짜리 2개 시켰는데 지방 비율 엄청 높은 삼겹살 6줄.. 거의 1근 반 양인데요 1인분이라 광고하고 싼 것처럼 해놨는데 결국 100g 기준 맛도 딱히 다시는 안 갈 듯
서울 광진구 자양로 102-1 1층 꽃삼뚜껑 구의역점,꽃삼뚜껑,고기 굽는데 가게 안으로 벌레 출현 새로운 고기 가져다 주는데 비계 80프로 백삼겹 받음 그립습니다 슌대실록
서울 광진구 능동로 31 1층,자양 고두리,"목살 파채 맛있고 친절하시고 구워주심
but 삼겹살이 질기고 소금이 맛없어서 재방문의사는.없어요"
서울 광진구 능동로 31 1층,자양 고두리,"자양동 삼겹살 찐맛집입니다
직원들 ㄹㅇ 너무 친절하고 직접 구워주셔서 넘 편하게 잘 먹었습니다"
서울 광진구 능동로 31 1층,자양 고두리,삼일절 마라톤 끝나고 근처에서 밥 먹을 생각으로 기대없이 간 곳인데 역이랑도 가깝고 무엇보다 너무 맛있어서 만족하고 나온 곳입니다ㅠㅠ 반찬으로 나오는 콩탕도 너무 고소하고 고기랑 같ㅇㅣ 먹는 김치도 최고ㅠㅠ 맛도 있고 일하시는 분들도 너무 친절하시고 직접 구워주시기까지!! 가까운 곳에 있었더라면 진짜 자주 갔을 거 같아요ㅠㅠ 살짝 멀긴 하지만 여기 또 방문 할 의향 있습니다!! 감사합니다👍👍 접기
서울 광진구 능동로 31 1층,자양 고두리,"오늘 친구와 함께 다녀왔는데 친구와 저 모두 만족했습니다 저는 오늘 삼겹살이랑 목살 냉면 볶음밥 계란찜 먹었는데 정말 농담이 아니라 모든 메뉴가 다 맛있었습니다. 정말 강 추 드립니다 고기가 뭔가 굽기스킬이 달라서 그런지 맛의 레벨이 하나 높았고 사이드 메뉴들도 다들 수준급이였습니다 특히 냉면이 저한테는 엄청 맛있었습니다 근처에 사시는 분이거나 익 근처 놀러오시는 분들이라면 꼭 한번 놀러오시기를 추천드립니다 
당일에 가서 시키려면 기다려야 할 수도 있으니 예약하시고 가는것을 추천드릴게요 
 접기"
서울 광진구 능동로 31 1층,자양 고두리,옆에 동물병원 왔다가 대기시간에 와서 밥먹었어요! 일단 사장님(?)이 상도 붙여주시고 너무 친절하셨고 음식은 재료도 좋아보이고 맛도 있었습니다. 맛있는 집밥느낌?!
서울 광진구 능동로 31 1층,자양 고두리,음식들 다 너무 맛있고 고기도 직접 구워주셔서 좋았어요!! 기름 튀지 않게 뚜껑 덮어주시는 센스🫶✨ 직원분들도 엄청 친절하셔서 (특히 안경 쓰신 분!!) 기분좋게 식사하고 왔어요ㅎㅎ 다음에 또 오려구요 아주 만족스러웠습니다❤️‍🔥
서울 광진구 능동로 31 1층,자양 고두리,"메뉴 : 두부만두전골 + 냉제육  + 공기밥 2공기
- 메뉴는 나오는데 수저가 없어서 요청했습니다.
- 두부만두전골에 만두가 고작 4개(고기2,김치2) 들어있어서 양이 부족하여 공기밥 주문했습니다.
- 냉제육 시켰으나 나오지 않고, 주방에서는 계속 휴대폰을 보고 있는 걸 봐서 누락된 것 같아 문의했습니다. 누락된 게 맞는지 문의한 후 얼마 지나지 않아 나왔습니다.
- 그렇게 늦게 나온 냉제육이 가격대비 양을 떠나서, 써는 것부터 잘못 썰어나와 편의점 냉제육과 퀄리티가 비슷했습니다.
- 다 먹고 슬슬 나갈까 할 때, 기존에 전골과 함께 나왔어야 할 칼국수면을 못 드렸다며 가져다주셨습니다. 너무 늦게 주신 것도 모자라 냉장고에서 갓 꺼낸듯한 면을 랩에 싸진 상태로 제 손에 얹어놓고 가셨습니다. 늦게 주셨으면 최소한 테이블에 정돈된 상태로 주고 가셨어야 한다고 생각합니다.

- 전골 맛 있었습니다. 하지만, 서비스 경험적인 부분에 있어 재방문 의사 없습니다.
- 그날 직원이 문제가 있었는지는 모르겠으나 5점 후기가 가득한 가게인지는 의문입니다. 접기"
서울 광진구 능동로 31 1층,자양 고두리,저는 딴 지역 사는데도 매번 오고싶을만큼 맛있어요 ㅜㅜ 까탈스러운 스타일인데도 빈틈이 하나도 없는 곳.. 왕추천!
서울 광진구 능동로 31 1층,자양 고두리,"자양고두리 X
-> 자양G.O.A.T두리
한국 2대 두리
차두리, 자양고두리
고랭지 김치랑 냉면, 고기, 순두부찌개 다 맛있네요 접기"
서울 광진구 능동로 31 1층,자양 고두리,점심메뉴인 흑돼지 두부제육을 먹었는데 맛도 좋고 친절해서 다시 찾고 싶은 곳이네요
서울 광진구 능동로 31 1층,자양 고두리,"직원 항상 친절하고 메뉴도 다 평타 이상
기본 반찬부터 맛있고 고기도 구워주니
자꾸 가게되는 자양동 맛집"
서울 광진구 능동로 31 1층,자양 고두리,"삼겹살 김치 콩국 다 넘 맛있었는데, 무엇보다 직원분들이 모두 다 친절하셔서 기분 좋게 밥 먹었어요!! 직원분들 친절에 리뷰 첨 달아봅니다!"
서울 광진구 능동로 31 1층,자양 고두리,"분위기도 좋고 맛도 좋네요!
고기먹고 볶음밥까지 야무지게 먹고왔네요!
제육볶음이랑 전골도 맛나보이던데 담에 조지러가겠습니다!"
서울 광진구 능동로 31 1층,자양 고두리,"점심 삼겹살정식을 먹었는데 맛있게 먹고 가격도 괜찮고..
근데 4명식사에 마늘 저만큼 주는건 기분 문제가 좀 생김.
많이 달라고해서 주셨지만 첨엔 좀..."
서울 광진구 능동로 31 1층,자양 고두리,"점심에 흑돼지제육이랑 장칼국수 먹으러 왔어요, 주변에서 많이 추천해주더라고요! 여기 생긴지 얼마안된거같은데 벌써 웨이팅 실화입니까,,?ㅎㅎ 가성비 너무좋고 특히 장칼국수에 쑥갓을 올려주는데 면이랑 쑥갓 싸먹어보세요 진심 맛도리미쳤습니다!!!!!!!!!!!!!! 그리고 메인으로 흑돼지 제육먹었어요, 제육은 사실 어딜가도 실패없는 메뉴이지만 여기는 좀 달라요 고기들이 큼직하고 두깨부터 다릅니다. 다른 집 제육이랑 비교하면 안됩니다. 다른집 제육은 얄상하게 나오는 고기잖아요 여기는 그냥 두깨부터 입을 막습니다! ㅋㅋㅋ 게다가 흑돼지라니 ㅎㅎ 사장님 남는장사하시는거 맞나요? 부모님모시고 와도 좋을거같고 애기랑 와도 좋을거같아요. 친구들이랑 오면 친구들 기절초풍 할거같습니다 ! 
점장님, 직원, 알바생분들 뭔가 다 또래처럼 보여서 친구들끼리 청년들이 열심히 일하는 걸로 보이던데 너무 젠틀합니다. 네이버 지도에도 친절하다고해서 왔긴했는데 ㅎㅎ 치고빠지고 친절스킬 만랩입니다. 제가 컴퓨터로 검색해서 들어와 리뷰를 달고있어 더 길게 길게 남기고 싶네요. 자양동주민이 인정하는 찐 맛집. 자양동에 제대로 하는 고깃집 찾기 어려웠는데 자양고두리 짱입니다. 이전에 김치삼겹살도 먹어봤는데 최고였어요. 사진이 없네요!! 기본메뉴만 있다고 생각하면 오산,, 기본 메뉴들에 맛이 그냥 최고점 찍습니다. 여기 오래오래 잘되게해주세요!!!!!!!!! 이 댓글보고 100명 손님 더가주세요 얍!!!!!!!!!!주차는 자양동이 원래 주차하기 어려운 동네입니다 ㅎㅎ 한강에 대고 가시면 딱이에요! 접기"
서울 광진구 능동로 31 1층,자양 고두리,최애 고기집...... 파채가 진짜 너무 맛있음❤️
서울 광진구 능동로 31 1층,자양 고두리,제 추억의 동네 자양동! 초중고를 여기서 살았는데 이런맛집이 생기다니ㅜㅜ일단 사장님이 친절하고 어른들이 좋아하실 콩요리부터 점심식사까지되고 저녁엔 맛있는 삼겹살과 목살이 맛도있어서 무조건 강추합니다! 요즘같이 선선해진 날씨에 야장에서 먹는 기분느끼며 맛있게먹고 갑니다! 사장님 대박나세요! 왕왕추천! 접기
서울 광진구 능동로 31 1층,자양 고두리,"삼겹살 기본에
만두전골 최고에요
서비스로 주는 콩비지는 진짜.. 말모"
서울 광진구 군자로 50 1층 이항아,이항아,"가성비… 그자체 
그저 대학생들을 위한 식당 그이상그이하도 아닙니다만
가끔 생각이 납니다"
서울 광진구 군자로 50 1층 이항아,이항아,"가성비 있게 고기를 먹을 수 있는 곳. 다만, 고기의 질은 기대하면 안 됨. 직원분들은 매우 친절하심."
서울 광진구 군자로 50 1층 이항아,이항아,"가성비? 개추
맛? 개추
왜 안감ㅋㅋ 근데 이미 사람 많으니까 오지마...
옆에 그 유명한 데보다 여기가 갠적으론 훨 나음. 거기 웨이팅 넘 심해 접기"
서울 광진구 군자로 50 1층 이항아,이항아,가성비 좋은 솥뚜껑 삼겹살
서울 광진구 군자로 50 1층 이항아,이항아,어메이징 그냥 가성비 가게 인 줄 알았는데 걍 맛있음
서울 광진구 군자로 50 1층 이항아,이항아,"요즘같은세상에 저렴하고 친절하고 깔끔하고 무엇보다 맛있었던 집이에요! 
환기가쪼꼼아쉽지만 진짜 사장님 오래오래장사해주세요 :)"
서울 광진구 군자로 50 1층 이항아,이항아,가격도 저렴하고 맛있어요 볶음밥 추천드리며 반찬도 무한리필 술값도4000원 너무 좋았습니다!
서울 광진구 군자로 50 1층 이항아,이항아,"가성비최고입니다👍
집에 갈 때 결제금액보니 3만원도 안돼서 매우 놀랐습니다
삼겹살 고기 가격도 좋은데 맛있고 
계란찜도 조미료도 적당히 들어가있고 첫 입 먹고 눈이 휘둥그레졌습니다.
담에 또 올거에요😆 접기"
서울 광진구 군자로 50 1층 이항아,이항아,"목살3인분시켰는데 제로페이한다니까 안그래도 싼데 추가5프로할인해준대서 킹성비에 감동받은곳
둘이서 먹기에 배부르게 맛있게먹었어요
다만 물마시려고 컵꺼냈는데 콜라자국?같은게 적나라하게있어서 위생은 안좋은거같지만 킹성비갑 접기"
서울 광진구 군자로 50 1층 이항아,이항아,싼 맛으로 먹음. 이외 메리트X
